,label,combined,center,polygon
66,66,"[0.07662835249042145, 0.095785440613026823, 0.019157088122605363, 0.030651340996168581, 0.0076628352490421452, 0.011494252873563218, 0.022988505747126436, 0.057471264367816091, 0.13026819923371646, 0.1532567049808429, 0.10727969348659004, 0.13026819923371646, 0.17624521072796934, 0.084291187739463605, 0.07662835249042145, 0.084291187739463605, 0.095785440613026823, 0.095785440613026823, 0.12260536398467432, 0.16475095785440613, 0.1417624521072797, 0.10727969348659004, 0.13026819923371646, 0.1532567049808429, 0.12380952380952381, 0.076190476190476197, 0.057142857142857141, 0.019047619047619049, 0.019047619047619049, 0.038095238095238099, 0.019047619047619049, 0.028571428571428571, 0.085714285714285715, 0.12380952380952381, 0.16190476190476191, 0.22857142857142856, 0.13333333333333333, 0.26666666666666666, 0.24761904761904763, 0.20952380952380953, 0.20000000000000001, 0.13333333333333333, 0.17142857142857143, 0.21904761904761905, 0.18095238095238095, 0.12380952380952381, 0.10476190476190476, 0.057142857142857141]","(116.37173925672485, 40.009095917528832)","POLYGON ((116.3824437511905 39.9916459477633, 116.3915483793094 40.01138794008808, 116.3603635426566 40.03267801031749, 116.3527084387554 40.03132894182099, 116.3471061745376 40.02703684488969, 116.3655047131502 39.98898332385473, 116.3824437511905 39.9916459477633))"
67,67,"[0.20689655172413793, 0.091954022988505746, 0.030651340996168581, 0.042145593869731802, 0.034482758620689655, 0.030651340996168581, 0.034482758620689655, 0.10727969348659004, 0.18007662835249041, 0.23754789272030652, 0.21072796934865901, 0.27203065134099619, 0.34482758620689657, 0.3065134099616858, 0.27586206896551724, 0.28352490421455939, 0.21072796934865901, 0.25287356321839083, 0.36781609195402298, 0.47892720306513409, 0.42145593869731801, 0.36398467432950193, 0.32567049808429116, 0.27586206896551724, 0.22857142857142856, 0.12380952380952381, 0.076190476190476197, 0.066666666666666666, 0.047619047619047616, 0.047619047619047616, 0.038095238095238099, 0.095238095238095233, 0.25714285714285712, 0.29523809523809524, 0.42857142857142855, 0.29523809523809524, 0.43809523809523809, 0.40952380952380951, 0.49523809523809526, 0.46666666666666667, 0.37142857142857144, 0.31428571428571428, 0.52380952380952384, 0.65714285714285714, 0.38095238095238093, 0.3619047619047619, 0.32380952380952382, 0.38095238095238093]","(116.34586914186421, 39.996587947327065)","POLYGON ((116.3584466518107 39.97996272953439, 116.3655047131502 39.98898332385473, 116.3471061745376 40.02703684488969, 116.3372202732401 40.02541314227582, 116.331568634744 39.98902288592218, 116.3462690415975 39.97689304055382, 116.3584466518107 39.97996272953439))"
68,68,"[0.091954022988505746, 0.042145593869731802, 0.030651340996168581, 0.0, 0.011494252873563218, 0.0076628352490421452, 0.01532567049808429, 0.049808429118773943, 0.15708812260536398, 0.27586206896551724, 0.26053639846743293, 0.25287356321839083, 0.2950191570881226, 0.29118773946360155, 0.37547892720306514, 0.36781609195402298, 0.28352490421455939, 0.25287356321839083, 0.21455938697318008, 0.23371647509578544, 0.19923371647509577, 0.24521072796934865, 0.07662835249042145, 0.1111111111111111, 0.095238095238095233, 0.066666666666666666, 0.057142857142857141, 0.0095238095238095247, 0.0095238095238095247, 0.019047619047619049, 0.0, 0.028571428571428571, 0.14285714285714285, 0.23809523809523808, 0.33333333333333331, 0.18095238095238095, 0.24761904761904763, 0.35238095238095241, 0.38095238095238093, 0.51428571428571423, 0.21904761904761905, 0.23809523809523808, 0.22857142857142856, 0.38095238095238093, 0.22857142857142856, 0.18095238095238095, 0.17142857142857143, 0.10476190476190476]","(116.32023620030566, 40.000568906347354)","POLYGON ((116.331568634744 39.98902288592218, 116.3372202732401 40.02541314227582, 116.3167072630768 40.03137360780736, 116.3108734939894 39.99388421917837, 116.3249887973852 39.98741089858783, 116.331568634744 39.98902288592218))"
69,69,"[0.14559386973180077, 0.17624521072796934, 0.072796934865900387, 0.038314176245210725, 0.02681992337164751, 0.030651340996168581, 0.030651340996168581, 0.12260536398467432, 0.28735632183908044, 0.48659003831417624, 0.56321839080459768, 0.55938697318007657, 0.57854406130268199, 0.62452107279693492, 0.63601532567049812, 0.46360153256704983, 0.3946360153256705, 0.48659003831417624, 0.5938697318007663, 0.65134099616858232, 0.48659003831417624, 0.3946360153256705, 0.23371647509578544, 0.13793103448275862, 0.23809523809523808, 0.12380952380952381, 0.028571428571428571, 0.028571428571428571, 0.019047619047619049, 0.038095238095238099, 0.028571428571428571, 0.076190476190476197, 0.22857142857142856, 0.40952380952380951, 0.33333333333333331, 0.61904761904761907, 0.580952380952381, 0.65714285714285714, 0.66666666666666663, 0.73333333333333328, 0.84761904761904761, 0.53333333333333333, 0.47619047619047616, 0.48571428571428571, 0.40000000000000002, 0.2857142857142857, 0.30476190476190479, 0.18095238095238095]","(116.31191647500935, 39.982427452500851)","POLYGON ((116.3214087456892 39.98138860378527, 116.3249887973852 39.98741089858783, 116.3108734939894 39.99388421917837, 116.2686708427411 39.97769000487181, 116.2867640283837 39.9723269505554, 116.3214087456892 39.98138860378527))"
70,70,"[0.2950191570881226, 0.21072796934865901, 0.088122605363984668, 0.057471264367816091, 0.053639846743295021, 0.20306513409961685, 0.57471264367816088, 0.72413793103448276, 0.52873563218390807, 0.41762452107279696, 0.46743295019157088, 0.68199233716475094, 0.72030651340996166, 0.57088122605363989, 0.6015325670498084, 0.58237547892720309, 0.63218390804597702, 0.66283524904214564, 0.66283524904214564, 0.70114942528735635, 0.47509578544061304, 0.44827586206896552, 0.38314176245210729, 0.42145593869731801, 0.27619047619047621, 0.18095238095238095, 0.10476190476190476, 0.095238095238095233, 0.066666666666666666, 0.22857142857142856, 0.60952380952380958, 0.63809523809523805, 0.40952380952380951, 0.35238095238095241, 0.48571428571428571, 0.75238095238095237, 0.5714285714285714, 0.67619047619047623, 0.62857142857142856, 0.69523809523809521, 0.63809523809523805, 0.50476190476190474, 0.63809523809523805, 0.67619047619047623, 0.40952380952380951, 0.47619047619047616, 0.38095238095238093, 0.41904761904761906]","(116.61204182869781, 40.069262382027787)","POLYGON ((116.5895827855652 40.02987307773244, 116.6721211837555 40.03189306526742, 116.5966970504065 40.08129507327068, 116.5840284392553 40.03756961283747, 116.5895827855652 40.02987307773244))"
71,71,"[0.01532567049808429, 0.034482758620689655, 0.01532567049808429, 0.0038314176245210726, 0.0, 0.011494252873563218, 0.034482758620689655, 0.045977011494252873, 0.049808429118773943, 0.07662835249042145, 0.068965517241379309, 0.1111111111111111, 0.084291187739463605, 0.12643678160919541, 0.13793103448275862, 0.13409961685823754, 0.084291187739463605, 0.14559386973180077, 0.13026819923371646, 0.14559386973180077, 0.084291187739463605, 0.042145593869731802, 0.038314176245210725, 0.030651340996168581, 0.057142857142857141, 0.028571428571428571, 0.019047619047619049, 0.019047619047619049, 0.0, 0.0095238095238095247, 0.028571428571428571, 0.0095238095238095247, 0.057142857142857141, 0.11428571428571428, 0.12380952380952381, 0.13333333333333333, 0.24761904761904763, 0.21904761904761905, 0.18095238095238095, 0.27619047619047621, 0.16190476190476191, 0.20952380952380953, 0.14285714285714285, 0.19047619047619047, 0.095238095238095233, 0.14285714285714285, 0.066666666666666666, 0.076190476190476197]","(116.54512325619129, 40.020969361702164)","POLYGON ((116.5414662633115 39.97258919569317, 116.5828916178368 40.01417848510186, 116.5895827855652 40.02987307773244, 116.5840284392553 40.03756961283747, 116.5328950229946 40.06575896216048, 116.5160008225874 40.00765593698988, 116.5199018481349 39.99453513685729, 116.5374587603079 39.97346100910657, 116.5414662633115 39.97258919569317))"
72,72,"[0.13026819923371646, 0.07662835249042145, 0.053639846743295021, 0.034482758620689655, 0.02681992337164751, 0.022988505747126436, 0.02681992337164751, 0.065134099616858232, 0.065134099616858232, 0.11494252873563218, 0.07662835249042145, 0.19923371647509577, 0.18390804597701149, 0.1532567049808429, 0.18390804597701149, 0.17241379310344829, 0.17241379310344829, 0.19923371647509577, 0.24904214559386972, 0.30268199233716475, 0.29118773946360155, 0.32183908045977011, 0.18007662835249041, 0.22988505747126436, 0.25714285714285712, 0.11428571428571428, 0.047619047619047616, 0.076190476190476197, 0.047619047619047616, 0.038095238095238099, 0.019047619047619049, 0.076190476190476197, 0.047619047619047616, 0.076190476190476197, 0.23809523809523808, 0.19047619047619047, 0.22857142857142856, 0.29523809523809524, 0.3619047619047619, 0.30476190476190479, 0.25714285714285712, 0.24761904761904763, 0.31428571428571428, 0.2857142857142857, 0.35238095238095241, 0.23809523809523808, 0.18095238095238095, 0.26666666666666666]","(116.48433526593087, 40.002896111549923)","POLYGON ((116.4813397660751 39.98772807888184, 116.5199018481349 39.99453513685729, 116.5160008225874 40.00765593698988, 116.4862518104495 40.021039457877, 116.4645947326006 39.9950464940132, 116.4813397660751 39.98772807888184))"
73,73,"[0.049808429118773943, 0.049808429118773943, 0.0076628352490421452, 0.01532567049808429, 0.011494252873563218, 0.0076628352490421452, 0.01532567049808429, 0.065134099616858232, 0.068965517241379309, 0.065134099616858232, 0.10727969348659004, 0.084291187739463605, 0.080459770114942528, 0.13409961685823754, 0.057471264367816091, 0.080459770114942528, 0.049808429118773943, 0.13026819923371646, 0.13409961685823754, 0.22605363984674329, 0.21455938697318008, 0.13026819923371646, 0.072796934865900387, 0.13026819923371646, 0.095238095238095233, 0.066666666666666666, 0.019047619047619049, 0.0, 0.019047619047619049, 0.0095238095238095247, 0.0, 0.076190476190476197, 0.076190476190476197, 0.076190476190476197, 0.13333333333333333, 0.14285714285714285, 0.19047619047619047, 0.14285714285714285, 0.15238095238095239, 0.25714285714285712, 0.12380952380952381, 0.17142857142857143, 0.23809523809523808, 0.20952380952380953, 0.20000000000000001, 0.20952380952380953, 0.12380952380952381, 0.085714285714285715]","(116.46875237510481, 40.015879620529468)","POLYGON ((116.4645947326006 39.9950464940132, 116.4862518104495 40.021039457877, 116.4758695979187 40.03764983813333, 116.4440755171804 40.02743762917024, 116.4448386745604 40.00672322346914, 116.4577341250877 39.99445750980252, 116.4645947326006 39.9950464940132))"
74,74,"[0.12260536398467432, 0.038314176245210725, 0.02681992337164751, 0.011494252873563218, 0.019157088122605363, 0.011494252873563218, 0.045977011494252873, 0.11877394636015326, 0.11877394636015326, 0.091954022988505746, 0.17624521072796934, 0.13026819923371646, 0.22988505747126436, 0.13409961685823754, 0.18773946360153257, 0.10727969348659004, 0.25287356321839083, 0.26436781609195403, 0.26436781609195403, 0.32950191570881227, 0.23754789272030652, 0.15708812260536398, 0.11877394636015326, 0.11877394636015326, 0.095238095238095233, 0.057142857142857141, 0.047619047619047616, 0.076190476190476197, 0.028571428571428571, 0.0095238095238095247, 0.028571428571428571, 0.057142857142857141, 0.076190476190476197, 0.15238095238095239, 0.2857142857142857, 0.14285714285714285, 0.16190476190476191, 0.16190476190476191, 0.35238095238095241, 0.20000000000000001, 0.2857142857142857, 0.21904761904761905, 0.26666666666666666, 0.19047619047619047, 0.20000000000000001, 0.14285714285714285, 0.17142857142857143, 0.14285714285714285]","(116.42031604024979, 40.014095135522346)","POLYGON ((116.4393783413396 40.00386958578683, 116.4448386745604 40.00672322346914, 116.4440755171804 40.02743762917024, 116.43378872119 40.03771937949034, 116.4128576041376 40.0417099250583, 116.3998436533918 40.01513690221115, 116.4101805457961 40.00566488619925, 116.4393783413396 40.00386958578683))"
75,75,"[0.034482758620689655, 0.022988505747126436, 0.0076628352490421452, 0.0038314176245210726, 0.0076628352490421452, 0.0038314176245210726, 0.019157088122605363, 0.02681992337164751, 0.011494252873563218, 0.042145593869731802, 0.02681992337164751, 0.042145593869731802, 0.030651340996168581, 0.02681992337164751, 0.065134099616858232, 0.057471264367816091, 0.061302681992337162, 0.045977011494252873, 0.072796934865900387, 0.10727969348659004, 0.068965517241379309, 0.072796934865900387, 0.034482758620689655, 0.053639846743295021, 0.066666666666666666, 0.0095238095238095247, 0.0, 0.0095238095238095247, 0.0, 0.019047619047619049, 0.0095238095238095247, 0.057142857142857141, 0.066666666666666666, 0.15238095238095239, 0.17142857142857143, 0.047619047619047616, 0.11428571428571428, 0.10476190476190476, 0.13333333333333333, 0.21904761904761905, 0.21904761904761905, 0.15238095238095239, 0.13333333333333333, 0.12380952380952381, 0.10476190476190476, 0.066666666666666666, 0.0095238095238095247, 0.10476190476190476]","(116.38646901705721, 40.030671476695602)","POLYGON ((116.3998436533918 40.01513690221115, 116.4128576041376 40.0417099250583, 116.4002815590192 40.0578072570739, 116.3914514051435 40.05869086736603, 116.3603635426566 40.03267801031749, 116.3915483793094 40.01138794008808, 116.3998436533918 40.01513690221115))"
76,76,"[0.038314176245210725, 0.030651340996168581, 0.0076628352490421452, 0.0038314176245210726, 0.0038314176245210726, 0.01532567049808429, 0.022988505747126436, 0.034482758620689655, 0.053639846743295021, 0.057471264367816091, 0.022988505747126436, 0.02681992337164751, 0.01532567049808429, 0.038314176245210725, 0.042145593869731802, 0.0038314176245210726, 0.019157088122605363, 0.030651340996168581, 0.07662835249042145, 0.11494252873563218, 0.091954022988505746, 0.068965517241379309, 0.088122605363984668, 0.07662835249042145, 0.047619047619047616, 0.0095238095238095247, 0.0095238095238095247, 0.0095238095238095247, 0.0, 0.028571428571428571, 0.0095238095238095247, 0.028571428571428571, 0.019047619047619049, 0.057142857142857141, 0.057142857142857141, 0.066666666666666666, 0.076190476190476197, 0.085714285714285715, 0.11428571428571428, 0.057142857142857141, 0.047619047619047616, 0.14285714285714285, 0.10476190476190476, 0.11428571428571428, 0.028571428571428571, 0.047619047619047616, 0.095238095238095233, 0.13333333333333333]","(116.36299250401386, 40.058728164501993)","POLYGON ((116.3603635426566 40.03267801031749, 116.3914514051435 40.05869086736603, 116.3638476093662 40.086987908502, 116.3467332355499 40.08078386797895, 116.3527084387554 40.03132894182099, 116.3603635426566 40.03267801031749))"
77,77,"[0.095785440613026823, 0.072796934865900387, 0.030651340996168581, 0.057471264367816091, 0.022988505747126436, 0.01532567049808429, 0.053639846743295021, 0.065134099616858232, 0.16858237547892721, 0.12643678160919541, 0.10727969348659004, 0.10344827586206896, 0.099616858237547887, 0.072796934865900387, 0.091954022988505746, 0.072796934865900387, 0.091954022988505746, 0.065134099616858232, 0.14942528735632185, 0.14559386973180077, 0.22605363984674329, 0.18007662835249041, 0.19157088122605365, 0.11877394636015326, 0.16190476190476191, 0.085714285714285715, 0.047619047619047616, 0.0095238095238095247, 0.047619047619047616, 0.019047619047619049, 0.038095238095238099, 0.085714285714285715, 0.12380952380952381, 0.11428571428571428, 0.20952380952380953, 0.16190476190476191, 0.24761904761904763, 0.20952380952380953, 0.16190476190476191, 0.24761904761904763, 0.16190476190476191, 0.20000000000000001, 0.12380952380952381, 0.26666666666666666, 0.23809523809523808, 0.23809523809523808, 0.20952380952380953, 0.17142857142857143]","(116.33619474716814, 40.055490427535396)","POLYGON ((116.3471061745376 40.02703684488969, 116.3527084387554 40.03132894182099, 116.3467332355499 40.08078386797895, 116.3188680201099 40.08548808251289, 116.3108672844886 40.08090639686195, 116.3137971996902 40.03316266093869, 116.3167072630768 40.03137360780736, 116.3372202732401 40.02541314227582, 116.3471061745376 40.02703684488969))"
78,78,"[0.057471264367816091, 0.034482758620689655, 0.011494252873563218, 0.0076628352490421452, 0.0, 0.02681992337164751, 0.049808429118773943, 0.038314176245210725, 0.088122605363984668, 0.18773946360153257, 0.1532567049808429, 0.13793103448275862, 0.16858237547892721, 0.14942528735632185, 0.16091954022988506, 0.10344827586206896, 0.10727969348659004, 0.088122605363984668, 0.13409961685823754, 0.15708812260536398, 0.091954022988505746, 0.068965517241379309, 0.080459770114942528, 0.084291187739463605, 0.047619047619047616, 0.057142857142857141, 0.0095238095238095247, 0.0095238095238095247, 0.0095238095238095247, 0.019047619047619049, 0.019047619047619049, 0.038095238095238099, 0.095238095238095233, 0.085714285714285715, 0.066666666666666666, 0.11428571428571428, 0.095238095238095233, 0.076190476190476197, 0.057142857142857141, 0.15238095238095239, 0.12380952380952381, 0.17142857142857143, 0.17142857142857143, 0.095238095238095233, 0.11428571428571428, 0.066666666666666666, 0.047619047619047616, 0.038095238095238099]","(116.28883759817403, 40.052584236219232)","POLYGON ((116.3137971996902 40.03316266093869, 116.3108672844886 40.08090639686195, 116.3058661465949 40.08193211083248, 116.2768345091789 40.07397427145958, 116.2593915910882 40.01650982159388, 116.3137971996902 40.03316266093869))"
79,79,"[0.10344827586206896, 0.034482758620689655, 0.0076628352490421452, 0.01532567049808429, 0.0038314176245210726, 0.011494252873563218, 0.038314176245210725, 0.065134099616858232, 0.07662835249042145, 0.13793103448275862, 0.17624521072796934, 0.19157088122605365, 0.18007662835249041, 0.10344827586206896, 0.26436781609195403, 0.16858237547892721, 0.21072796934865901, 0.27203065134099619, 0.16475095785440613, 0.27203065134099619, 0.16091954022988506, 0.13026819923371646, 0.15708812260536398, 0.17241379310344829, 0.13333333333333333, 0.028571428571428571, 0.047619047619047616, 0.028571428571428571, 0.038095238095238099, 0.019047619047619049, 0.038095238095238099, 0.13333333333333333, 0.11428571428571428, 0.23809523809523808, 0.22857142857142856, 0.38095238095238093, 0.42857142857142855, 0.18095238095238095, 0.42857142857142855, 0.49523809523809526, 0.31428571428571428, 0.25714285714285712, 0.16190476190476191, 0.20000000000000001, 0.17142857142857143, 0.30476190476190479, 0.21904761904761905, 0.13333333333333333]","(116.30398473885145, 40.003097815911453)","POLYGON ((116.3108734939894 39.99388421917837, 116.3167072630768 40.03137360780736, 116.3137971996902 40.03316266093869, 116.2593915910882 40.01650982159388, 116.2247827836138 39.98812563404973, 116.2386583955879 39.97861699420611, 116.2686708427411 39.97769000487181, 116.3108734939894 39.99388421917837))"
80,80,"[0.019157088122605363, 0.0038314176245210726, 0.0, 0.0, 0.011494252873563218, 0.011494252873563218, 0.011494252873563218, 0.030651340996168581, 0.0038314176245210726, 0.01532567049808429, 0.0076628352490421452, 0.030651340996168581, 0.038314176245210725, 0.030651340996168581, 0.061302681992337162, 0.068965517241379309, 0.10344827586206896, 0.053639846743295021, 0.065134099616858232, 0.07662835249042145, 0.030651340996168581, 0.034482758620689655, 0.042145593869731802, 0.022988505747126436, 0.0095238095238095247, 0.028571428571428571, 0.019047619047619049, 0.0, 0.0095238095238095247, 0.0, 0.0, 0.047619047619047616, 0.038095238095238099, 0.028571428571428571, 0.17142857142857143, 0.19047619047619047, 0.095238095238095233, 0.13333333333333333, 0.21904761904761905, 0.10476190476190476, 0.14285714285714285, 0.047619047619047616, 0.076190476190476197, 0.13333333333333333, 0.095238095238095233, 0.057142857142857141, 0.0, 0.047619047619047616]","(116.49855731304176, 40.03450900741614)","POLYGON ((116.5160008225874 40.00765593698988, 116.5328950229946 40.06575896216048, 116.5062578802046 40.11255453006635, 116.4758695979187 40.03764983813333, 116.4862518104495 40.021039457877, 116.5160008225874 40.00765593698988))"
81,81,"[0.022988505747126436, 0.0038314176245210726, 0.0, 0.0, 0.0, 0.0076628352490421452, 0.0, 0.030651340996168581, 0.030651340996168581, 0.02681992337164751, 0.030651340996168581, 0.0076628352490421452, 0.02681992337164751, 0.049808429118773943, 0.022988505747126436, 0.065134099616858232, 0.057471264367816091, 0.02681992337164751, 0.049808429118773943, 0.022988505747126436, 0.034482758620689655, 0.02681992337164751, 0.030651340996168581, 0.022988505747126436, 0.0095238095238095247, 0.028571428571428571, 0.0, 0.0, 0.0, 0.0, 0.019047619047619049, 0.047619047619047616, 0.057142857142857141, 0.095238095238095233, 0.066666666666666666, 0.047619047619047616, 0.13333333333333333, 0.047619047619047616, 0.057142857142857141, 0.095238095238095233, 0.10476190476190476, 0.057142857142857141, 0.038095238095238099, 0.057142857142857141, 0.0095238095238095247, 0.019047619047619049, 0.028571428571428571, 0.0]","(116.4574063523481, 40.051203649335442)","POLYGON ((116.4758695979187 40.03764983813333, 116.5062578802046 40.11255453006635, 116.4946493435772 40.16203798107161, 116.43378872119 40.03771937949034, 116.4440755171804 40.02743762917024, 116.4758695979187 40.03764983813333))"
82,82,"[0.3065134099616858, 0.095785440613026823, 0.057471264367816091, 0.045977011494252873, 0.011494252873563218, 0.02681992337164751, 0.068965517241379309, 0.11494252873563218, 0.21839080459770116, 0.11494252873563218, 0.13409961685823754, 0.1111111111111111, 0.12643678160919541, 0.10344827586206896, 0.11494252873563218, 0.11877394636015326, 0.11494252873563218, 0.17241379310344829, 0.21455938697318008, 0.31800766283524906, 0.32183908045977011, 0.36781609195402298, 0.39846743295019155, 0.32950191570881227, 0.16190476190476191, 0.21904761904761905, 0.20000000000000001, 0.085714285714285715, 0.057142857142857141, 0.057142857142857141, 0.066666666666666666, 0.11428571428571428, 0.12380952380952381, 0.27619047619047621, 0.26666666666666666, 0.33333333333333331, 0.34285714285714286, 0.16190476190476191, 0.25714285714285712, 0.2857142857142857, 0.21904761904761905, 0.3619047619047619, 0.26666666666666666, 0.50476190476190474, 0.30476190476190479, 0.39047619047619048, 0.21904761904761905, 0.32380952380952382]","(116.42995314722458, 40.064643465494008)","POLYGON ((116.43378872119 40.03771937949034, 116.4946493435772 40.16203798107161, 116.4935878981634 40.17268756913172, 116.4674791132781 40.17080619377053, 116.4002815590192 40.0578072570739, 116.4128576041376 40.0417099250583, 116.43378872119 40.03771937949034))"
83,83,"[0.095785440613026823, 0.053639846743295021, 0.0076628352490421452, 0.019157088122605363, 0.011494252873563218, 0.0076628352490421452, 0.034482758620689655, 0.091954022988505746, 0.091954022988505746, 0.13409961685823754, 0.11877394636015326, 0.072796934865900387, 0.07662835249042145, 0.11877394636015326, 0.065134099616858232, 0.061302681992337162, 0.038314176245210725, 0.072796934865900387, 0.080459770114942528, 0.11877394636015326, 0.11494252873563218, 0.099616858237547887, 0.088122605363984668, 0.16091954022988506, 0.085714285714285715, 0.066666666666666666, 0.047619047619047616, 0.019047619047619049, 0.0, 0.0, 0.038095238095238099, 0.066666666666666666, 0.17142857142857143, 0.18095238095238095, 0.095238095238095233, 0.18095238095238095, 0.15238095238095239, 0.076190476190476197, 0.10476190476190476, 0.10476190476190476, 0.095238095238095233, 0.15238095238095239, 0.18095238095238095, 0.17142857142857143, 0.13333333333333333, 0.12380952380952381, 0.17142857142857143, 0.16190476190476191]","(116.39211986803149, 40.087141941193778)","POLYGON ((116.4002815590192 40.0578072570739, 116.4674791132781 40.17080619377053, 116.4047672558538 40.1786729789434, 116.3638476093662 40.086987908502, 116.3914514051435 40.05869086736603, 116.4002815590192 40.0578072570739))"
84,84,"[0.068965517241379309, 0.02681992337164751, 0.019157088122605363, 0.01532567049808429, 0.0038314176245210726, 0.011494252873563218, 0.011494252873563218, 0.01532567049808429, 0.07662835249042145, 0.13026819923371646, 0.072796934865900387, 0.061302681992337162, 0.065134099616858232, 0.061302681992337162, 0.049808429118773943, 0.061302681992337162, 0.072796934865900387, 0.045977011494252873, 0.053639846743295021, 0.07662835249042145, 0.072796934865900387, 0.088122605363984668, 0.065134099616858232, 0.084291187739463605, 0.10476190476190476, 0.028571428571428571, 0.0, 0.019047619047619049, 0.0095238095238095247, 0.019047619047619049, 0.0095238095238095247, 0.028571428571428571, 0.066666666666666666, 0.13333333333333333, 0.085714285714285715, 0.14285714285714285, 0.076190476190476197, 0.047619047619047616, 0.038095238095238099, 0.076190476190476197, 0.057142857142857141, 0.10476190476190476, 0.057142857142857141, 0.14285714285714285, 0.019047619047619049, 0.057142857142857141, 0.066666666666666666, 0.085714285714285715]","(116.34508224431363, 40.108135140248841)","POLYGON ((116.3638476093662 40.086987908502, 116.4047672558538 40.1786729789434, 116.3397947198411 40.20670091307932, 116.3188680201099 40.08548808251289, 116.3467332355499 40.08078386797895, 116.3638476093662 40.086987908502))"
